Sr.No,Smiles,Solvent,AbsorptionMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,molFormula,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Rotatable Bonds,Weiner
6113,C#Cc1cccc2ccccc12,ClCCl,312,334,Yes,152.196,C12H8,2.9552,-2.655,0,0,131.67,0,0,-2.0007,0,182
9807,CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCc1ccc(/N=C/c2ccc(OC)cc2)cc1,659,668,Yes,324.446,C20H26N3O,0.7263,-3.21,4,0,257.83,0.077027,27.84,0.85739,5,1377
15528,CC(C)[Si](C#Cc1c2nsnc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(ccc4cc5ccccc5cc43)nc12)(C(C)C)C(C)C,CCCCCC,579,605,Yes,699.125,C42H50N4Si2S,11.83,-5.336,4,0,545.96,0.11766,79.8,-30.733,8,8367
10258,CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C1CCOC1,382,451,Yes,514.63,C36H26N4,8.0626,-6.12,4,0,418.74,0.085208,35.64,-2.5091,4,6399
607,COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,C1CCCCC1,392,402,Yes,321.375,C20H19NO3,4.1331,-4.965,4,0,245.3,0.15031,32.62,0.65466,3,1141
2408,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCO,359.2,429,Yes,487.554,C28H29N3O5,5.5483,-7.537,8,2,379.96,0.2476,102.69,-55.463,10,4829
3532,Nc1ccc2c(c1)NC(=O)CC(=O)N2,CS(C)=O,318,385,Yes,191.189,C9H9N3O2,-0.9299,-2.192,5,3,140.46,0.45757,84.22,-1.9345,0,278
10726,COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,ClCCl,688,715,Yes,557.406,C34H26BF2N3O2,5.8057,-10.151,5,0,415.49,0.10282,47.43,-2.7022,6,5441
11897,O=c1c2ccccc2nc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cn12,ClCCl,355,521,Yes,439.517,C30H21N3O,4.8956,-7.458,4,0,338.07,0.09362,35.91,2.0837,4,3649
3467,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CS(C)=O,404,463,Yes,245.039,C12H10BF2N3,0.1206,-4.112,3,1,184.49,0.12288,28.64,-2.3789,2,533
15786,COc1ccc(C(=O)COc2c(C)c(=O)n3c(=O)c(C)c(COC(=O)c4ccccc4Cl)n23)cc1,CCO,382,460,Yes,496.902,C25H21ClN2O7,2.1551,-5.706,9,0,353.18,0.25273,102.45,3.4993,9,3976
13938,N#Cc1ccc(/C=C/C=C/c2ccccc2)cc1,CC#N,344,420,Yes,231.297,C17H13N,4.3588,-4.837,1,0,207.73,0.065277,23.79,-5.3572,3,769
2707,COc1ccc2c(c1)CCC1=C(c3ccccc3)C3=C(c4ccc5cccc(O)c5n4)c4c(-c5ccccc5)c5c(n4[B-](F)(F)[N+]3=C12)-c1ccc(OC)cc1CC5,O,660,680,Yes,751.639,C48H36BF2N3O3,9.0535,-13.062,6,1,541.16,0.10215,68.19,-3.7881,5,10700
3725,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C1CCOC1,407,482,Yes,318.462,C22H26N2,4.9726,-4.448,2,0,282.16,0.025163,6.48,0.87389,6,1846
335,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,CC#N,395,431,Yes,332.362,C19H16N4O2,4.8604,-6.628,6,1,254.48,0.25295,69.16,-0.93934,4,1588
354,COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1,CCCCOCCCC,336,393,Yes,356.384,C21H16N4O2,5.5016,-7.872,6,1,264.66,0.24322,69.16,-0.93934,4,1836
5891,N#CC1=CC(C=O)=CC(C#N)=P1(c1ccccc1)c1ccccc1,ClC(Cl)Cl,434,463,Yes,328.31,C20H13N2OP,3.9405,-3.931,3,0,261.01,0.16911,74.46,-17.501,3,1128
7645,CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,ClCCl,625,705,Yes,602.44,C33H33BF2N2O6,5.4299,-5.681,8,0,447.53,0.14117,68.31,-5.123,10,8395
8948,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,400,519,Yes,581.738,C37H31N3O2S,9.0029,-9.93,5,0,444.16,0.15272,83.44,-3.5045,9,6922
4028,c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)cc3)[nH]c2-c2ccccc2)cc1,CC(=O)O,360,482,Yes,514.63,C36H26N4,8.2668,-10.648,4,2,408.48,0.12221,57.36,0.84471,6,5756
12202,CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,CN(C)C=O,336,458,Yes,511.652,C32H25N5S,7.041,-8.93,5,2,389.03,0.1824,85.9,3.8625,5,5116
532,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)N(c1ccc(Cl)cc1)C5=O,CN(C)C=O,526,536,Yes,500.896,C30H13ClN2O4,6.2235,-10.875,6,1,329.66,0.20376,83.55,2.7732,1,3842
5803,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,ClCCl,433,437,Yes,276.337,C22H12,6.5252,-8.922,0,0,197.42,0,0,-2.3575,0,839
1359,COc1ccc(-n2nc(C#N)c(NC3CCCCC3)n2)cc1,CCO,333,408,Yes,297.361,C16H19N5O,2.2702,-4.115,6,1,242.97,0.26271,75.76,-7.2555,4,1136
2620,COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,326,377.8,Yes,561.636,C34H31N3O5,6.8366,-11.274,8,1,426.9,0.20963,95.59,-54.86,9,6779
15849,CC1=CC(=[N+]2CCC2)C=C2C1=Nc1c(C)cc(N3CCC3)cc1[Si]2(C)C,OCCO,736,747,Yes,362.571,C22H28N3Si,3.3796,-3.051,3,0,260.06,0.037914,18.61,-40.721,1,1511
13224,Cc1cc(C#N)ccc1N1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21,Cc1ccccc1,349,421,Yes,448.568,C33H24N2,7.0839,-13.625,2,0,353.48,0.048404,27.03,-3.9854,3,3062
9336,CN1C(=O)c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C1=O,C1CCOC1,408,537,Yes,376.414,C25H16N2O2,5.0067,-8.546,4,0,270.58,0.1349,42.31,2.7164,1,1921
1442,OC1(c2ccc(-c3cccs3)s2)CCCCC1,C1CCOC1,312,458,Yes,264.412,C14H16OS2,4.5724,-4.919,1,1,196.96,0.27325,76.71,-1.8306,2,516
8238,CCCCCCCN1C(=CC2=C([O-])C(=Cc3sc4ccccc4[n+]3CCCCCCC)C2=C(C#N)C#N)Sc2ccccc21,ClC(Cl)Cl,704,724,Yes,624.915,C37H40N4OS2,3.3537,-8.252,5,0,500.6,0.17091,131.3,-19.38,16,7372
2734,Cc1cc(C)c(C2=C3C=c4c(c5ccccc5c5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4c4ccccc4c23)c(C)c1,ClCCl,673,692,Yes,610.513,C42H29BF2N2,9.494,-14.478,2,0,438.24,0.02558,16.61,-2.7675,1,6468
10776,N#C/C=C/c1ccc2ccc3cccc4ccc1c2c34,CO,371,443,Yes,253.303,C19H11N,5.0258,-7.128,1,0,200.85,0.067513,23.79,-5.7069,1,732
4475,CN(C)c1ccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)cc1,COC(C)=O,460,541,Yes,338.164,C19H17BF2N2O,3.2171,-6.206,3,0,245.65,0.060126,20.86,-3.2036,2,1442
8828,CCN(CC)c1ccc(-c2nc(Oc3ccc(-c4nc5ccccc5[nH]4)cc3)nc(Oc3ccc(-c4nc5ccccc5[nH]4)cc3)n2)cc1,CN(C)C=O,376,431,Yes,644.737,C39H32N8O2,8.3401,-13.618,10,2,496.54,0.21424,117.73,2.1757,10,10800
11602,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,CC#N,514,578,Yes,382.439,C20H18N2O4S,2.1424,-4.578,6,0,287.9,0.28024,104.93,-1.365,5,1900
5781,c1ccc(C2CCN3COc4c5ccccc5c5c6c7c(c2c3c46)C(c2ccccc2)CCN7CO5)cc1,CC#N,405,610,Yes,496.608,C34H28N2O2,6.9508,-9.822,4,0,356.14,0.076094,24.94,2.0575,2,3663
10070,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOCC,330,398,Yes,365.239,C24H20BNO2,5.6366,-5.157,3,2,290.14,0.10254,43.7,-10.915,5,2181
4612,CN(C)c1ccc(/C=C/c2ccccn2)cc1,C1CCCCC1,352,418,Yes,224.306,C15H16N2,2.8161,-3.017,2,0,193.1,0.075194,16.13,0.44884,3,606
5258,Cc1cc(C)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1,415,498,Yes,493.5,C36H36BN,8.8068,-9.485,1,0,410.76,0.0086425,3.24,-6.2076,6,3938
12854,c1ccc(-n2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc2-c2ccccn2)cc1,ClCCl,341,468,Yes,479.542,C31H21N5O,5.8655,-10.302,6,0,364.34,0.14637,56.07,2.5546,4,4427
6943,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,O,308,482,Yes,407.503,C21H24F3N3S,4.9276,-4.412,3,0,292.45,0.096222,35.02,3.104,5,2075
5034,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,C1CCOC1,610,625,Yes,482.34,C32H21BF2N2,6.5644,-8.713,2,0,384.81,0.029131,16.61,-6.6984,3,4192
15348,Cc1cscc1-c1cc2c3cc(-c4cscc4C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(-c6cscc6C)cc(c6cc(-c7cscc7C)c7nc(C(F)(F)C(F)(F)C(F)(F)F)nc1c7c26)c3c45,C1CCOC1,493,551,Yes,1050.98,C48H24F14N4S4,16.216,-19.582,4,0,650.26,0.19272,164.52,-66.517,10,18900
9571,CC[N+](CC)=c1ccc2nc3c(cc(NCCC(=O)NC(C)C(=O)OC)c4ccccc43)oc-2c1,O,580,684,Yes,475.567,C27H31N4O4,0.314,-4.558,8,2,363.05,0.20744,92.03,-2.5658,9,4120
9231,CCOC(=O)CSc1nc(-c2ccccc2)c(C)c(C#N)c1C#N,CCO,367,434,Yes,337.402,C18H15N3O2S,3.0535,-5.235,5,0,272.48,0.28853,112.07,-8.5168,6,1341
5017,CN(C)c1ccc(/C=C/c2cc[n+](CCCCCCCCCCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,ClC(Cl)Cl,491,580,Yes,616.935,C42H56N4,1.7558,-7.038,4,0,534.9,0.023593,14.24,-5.3322,19,13400
15674,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,CCCCCC,473,516,Yes,293.083,C16H10BF2N3,2.4804,-7.341,3,0,195.89,0.083108,23.99,-3.7321,0,858
15842,CCCCOc1c(Br)cc2cc(Br)c(OCCCC)c3c4c(OCCCC)c(Br)cc5cc(Br)c(OCCCC)c(c1c23)c54,ClCCl,443,489,Yes,856.326,C36H40Br4O4,13.588,-14.682,4,0,517.4,0.07731,36.92,-9.215,16,5822
11176,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CCC(C)=O,420,612,Yes,335.489,C23H29NO,5.936,-6.42,2,0,269.77,0.061497,20.31,-1.95,5,1579
12626,Oc1cc(-c2cccs2)ccc1-c1nc2ccccc2s1,ClCCl,364,515,Yes,309.412,C17H11NOS2,4.8288,-4.888,2,1,224.37,0.28876,89.6,1.8268,2,954
5498,O=C1c2cc(-n3c4ccccc4c4ccccc43)ccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,ClCCl,406,614,Yes,574.659,C37H22N2O3S,7.8477,-14.796,5,0,402.17,0.13765,69.45,-3.6331,2,6102
7001,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](F)(F)O2)cc1,CC#N,483,549,Yes,384.185,C21H19BF2O4,4.1839,-3.881,4,0,289.45,0.10364,27.69,-8.337,6,2429
1999,C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,395,483,Yes,363.396,C21H16O2PS,4.5219,-4.013,2,0,243.04,0.11759,42.52,-22.14,1,1195
7562,CN(C)c1ccc(C#Cc2ccccc2)cc1,CCOCC,324.2,368.5,Yes,221.302,C16H15N,3.74,-2.688,1,0,197.64,0.017962,3.24,-3.3506,2,606
8892,CCCSc1ccc2n1[B-](F)(F)[N+]1=C(SC#N)C=CC1=C2c1ccccc1,ClCCl,552,569,Yes,399.296,C19H16BF2N3S2,3.1181,-5.859,3,0,289.9,0.20611,91,-5.8353,5,1619
8848,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,CCCCCC,514,548,Yes,353.179,C19H18BF2N3O,1.4334,-4.632,4,0,255.27,0.096995,29.08,-1.697,1,1439
12222,O=C1CC(c2ccc([N+](=O)[O-])cc2)c2c(c3ccccc3c3nc4cc(Cl)c(Cl)cc4nc23)O1,ClC(Cl)Cl,421,439,Yes,490.301,C25H13Cl2N3O4,4.9668,-8.124,7,0,329.36,0.22893,97.9,-6.7969,2,3095
8623,N#CC(C#N)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,ClC(Cl)Cl,538,599,Yes,427.55,C30H25N3,6.4722,-7.645,3,0,340.34,0.090116,50.82,-6.8946,3,3101
4703,COC(=O)/C=C/C=C/c1ccc(N(C)C)cc1,CCO,387,435,Yes,231.294,C14H17NO2,2.4548,-2.475,3,0,201.09,0.13223,29.54,-2.5558,5,654
299,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,O,622,657,Yes,732.737,C34H44N4O14,-0.6664,-3.036,18,4,548.26,0.35469,228.8,-9.5772,26,11200
6951,C=C[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,ClC(Cl)Cl,404,437,Yes,586.808,C44H30Si,11.745,-13.161,0,0,438.42,0,0,-23.308,4,5338
15194,CC(C)(C)c1cc(C(C)(C)C)c(-c2nnc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)o2)c(C(C)(C)C)c1,Cc1ccccc1,340,376,Yes,555.764,C38H41N3O,10.692,-14.285,4,0,439.72,0.097608,43.85,-1.9465,6,6256
1237,COc1ccc(/C=C(\C#N)c2nc(-c3ccc(Cl)cc3)cs2)cc1,CC#N,373,472,Yes,352.844,C19H13ClN2OS,4.4489,-5.191,3,0,271.58,0.20211,74.15,-1.6111,4,1505
3581,CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,341,399,Yes,499.637,C32H25N3OS,7.9684,-11.008,4,0,391.37,0.15321,70.4,3.0808,6,5684
7415,COc1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,ClCCl,395,448,Yes,382.398,C25H19O2P,6.0401,-6.066,2,0,284.62,0.094934,36.11,-13.262,3,1849
4410,CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN1CCCC1=O,518.2,533.2,Yes,318.217,C18H25BF2N2,3.695,-5.639,2,0,243.43,0.04605,16.61,-1.8956,2,970
2654,COC(=O)CCC1=CC(C#Cc2cccs2)=[N+]2C1=Cc1c(CCC(=O)OC)cc(C#Cc3cccs3)n1[B-]2(F)F,ClCCl,649,681,Yes,576.451,C29H23BF2N2O4S2,5.3217,-7.827,6,0,439.73,0.22289,125.69,-13.421,10,5215
10140,Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,434,447,Yes,359.182,C22H16BF2NO,4.9815,-8.015,2,0,257.69,0.043541,17.62,-5.0917,1,1612
8309,Cc1cc(-c2ccc(C(C)(C)C)cc2)c2nsnc2c1-c1ccc(C(C)(C)C)cc1,ClCCl,376,489,Yes,414.615,C27H30N2S,9.0023,-5.084,2,0,327.48,0.12917,54.02,-2.5051,4,2546
2731,CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,CC#N,526,543,Yes,456.386,C29H31BF2N2,6.4149,-8.944,2,0,320.45,0.034982,16.61,-3.1936,1,2634
2866,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CS(C)=O,329,418,Yes,233.269,C16H11NO,3.6092,-3.443,2,0,206.79,0.11393,33.02,-9.6605,2,729
2679,CCCCCCOC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C(=O)OCCCCCC)cn3[B-](F)(F)[N+]2=C1,ClCCl,579,606,Yes,618.57,C36H45BF2N2O4,7.9901,-9.51,6,0,500.83,0.11439,69.21,-18.443,17,8280
1239,N#C/C(=C\c1ccc(Cl)cc1)c1nc(-c2ccccc2)cs1,CC#N,364,480,Yes,322.818,C18H11ClN2S,4.5189,-5.173,2,0,249.32,0.18005,64.92,-1.6018,3,1152
7066,CCCCCn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,O,406,431,Yes,425.481,C18H19NO7S2,0.4319,-3.008,8,2,284.73,0.35103,145.81,-4.2532,6,1910
7541,CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,CO,671,691,Yes,582.746,C38H38N4O2,4.3075,-8.512,6,0,426.59,0.11161,72.16,1.4714,4,6852
6989,CN(C)c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,C1CCOC1,422,621,Yes,496.572,C35H20N4,7.6148,-7.079,4,0,441.89,0.10009,74.61,-7.6306,4,6436
1710,C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,CO,340,376,Yes,274.438,C19H18Si,6.5031,-6.461,0,0,202.92,0,0,-48.348,1,683
14355,COCCOc1cc(C=O)c(OCCOC)cc1C=O,CN(C)C=O,392,465,Yes,282.291,C14H18O6,1.2012,-2.142,6,0,231.9,0.28495,71.06,-9.1135,10,900
8195,CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CCO,391,501,Yes,285.347,C10H11N3O3S2,1.8431,-3.465,6,0,202.55,0.49617,124.87,-3.5885,4,567
1946,O=c1oc2cc3ccccc3cc2nc1-c1ccccc1,CCCCCC,350,500,Yes,273.29,C18H11NO2,3.4296,-4.97,3,0,204.84,0.16867,38.66,0.28984,1,900
15829,CCCCCCOc1cc(C=C(C#N)C#N)c(OCCCCCC)cc1C=C(C#N)C#N,ClCCl,477,564,Yes,430.55,C26H30N4O2,6.3438,-7.068,6,0,391.64,0.18956,113.62,-21.95,14,3226
7224,CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(C)=O,512,727,Yes,398.548,C27H30N2O,5.602,-5.016,3,0,336.85,0.059789,23.55,1.3678,6,3276
10438,CC(C)(C)c1ccc(-c2ccc(-c3c4c(nc5ccccc35)-c3cc5c(cc3CC4)-c3nc4ccccc4c(-c4ccc(-c6ccc(C(C)(C)C)cc6)cc4)c3CC5)cc2)cc1,ClC(Cl)Cl,376,388,Yes,801.087,C60H52N2,16.538,-18.352,2,0,620.96,0.035332,25.78,-6.2164,6,19300
8830,CCN(CC)c1ccc(-c2nc(Oc3ccc(-c4nc5ccc(Cl)cc5o4)cc3)nc(Oc3ccc(-c4nc5ccc(Cl)cc5o4)cc3)n2)cc1,CN(C)C=O,393,424,Yes,715.595,C39H28Cl2N6O4,10.377,-16.358,10,0,527.62,0.20208,112.43,1.8022,10,12100
15060,CCCCCCOc1ccc2oc3c(c2c1)=CC1=C(c2ccccc2C)c2cc4c5cc(OCCCCCC)ccc5oc4n2[B-](F)(F)[N+]=31,C1CCCCC1,592,603,Yes,662.583,C40H41BF2N2O4,9.5381,-12.908,6,0,501.17,0.11038,57.44,-15.854,13,9424
2134,Cc1ccc(-n2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,CCCCCC,314,382,Yes,486.492,C29H21F3N2O2,6.9264,-9.951,4,2,354.68,0.12417,58.28,-6.2,5,3599
8189,CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CCO,397,519,Yes,256.31,C8H8N4O2S2,0.6111,-3.113,6,1,175.05,0.60423,141.66,0.55156,2,392
12808,CN1C(=CC2=C([O-])C(=Cc3oc(-c4ccc(-c5ccccc5)cc4)c[n+]3C)C2=O)C(C)(C)c2ccccc21,ClC(Cl)Cl,606,625,Yes,504.628,C33H28N2O3,-0.1462,-6.966,5,0,383,0.12465,60.39,1.8285,6,5358
4195,Nc1ccc2c(c1)Cc1ccccc1-2,CCO,317,368,Yes,181.237,C13H11N,3.0006,-4.403,1,1,141.8,0.10769,26.02,-1.9549,0,274
14975,O=C1c2ccc3c4c(NC5CCCCC5)cc5c6c(ccc(c7c(NC8CCCCC8)cc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O,ClC(Cl)Cl,703,761,Yes,748.965,C48H52N4O4,9.892,-14.348,8,2,547.44,0.15012,98.82,-3.3959,6,11100
11720,COc1cc(/C=C2/SC(=O)NC2=O)ccc1O,OCC(O)CO,367,447,Yes,251.261,C11H9NO4S,1.0737,-2.871,5,2,177.53,0.44009,100.93,3.0539,2,539
9300,CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCCOCCCC,380,453,Yes,248.328,C17H16N2,3.5986,-4.561,2,0,216.05,0.079195,27.03,-3.8312,3,848
12034,CCN1c2ccccc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,ClCCl,413,579,Yes,354.476,C23H18N2S,5.926,-6.685,2,0,279.51,0.12379,52.33,-2.3816,3,1701
6609,COc1cc(/C=C/c2ccccc2)cc(OC)c1,CC#N,306,390,Yes,240.301,C16H16O2,3.7266,-3.788,2,0,204.04,0.09802,18.46,-1.5408,4,669
13673,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,ClCCl,398,480,Yes,692.904,C52H40N2,12.922,-16.326,2,0,565.18,0.012562,6.48,0.2025,11,16800
15980,CCCCCCCCCCCCOc1ccc(C2=c3sc4ccccc4c3=[N+]3C2=Nc2c(-c4ccc(OCCCCCCCCCCCC)cc4)c4sc5ccccc5c4n2[B-]3(F)F)cc1,ClC(Cl)Cl,731,808,Yes,926.098,C56H66BF2N3O2S2,15.559,-17.762,5,0,725.79,0.11101,100.97,-22.647,26,24600
10296,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccc(OC)cc4)n3)ccc21,ClCCl,364,404,Yes,572.71,C39H32N4O,8.66,-9.719,5,0,441.16,0.10355,44.87,1.0316,6,6765
5681,CC(C)(C)c1ccc2oc3nc4oc5ccc(N6c7ccccc7Oc7ccccc76)cc5c4cc3c2c1,ClC(Cl)Cl,347,491,Yes,496.565,C33H24N2O3,9.1281,-14.378,5,0,363.31,0.14517,51.64,-3.4415,2,4497
3305,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,C1CCOC1,434,484,Yes,432.279,C25H25BO6,4.5633,-3.723,6,0,336.77,0.16652,61.83,-12.557,8,3115
11404,O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CN(C)C=O,443,622,Yes,315.371,C21H17NO2,4.0393,-6.425,3,0,233.71,0.11377,29.54,1.527,1,1178
6106,CC1=[N+]2C(=C(NC(C)c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,571,640,Yes,647.334,C37H35B2F4N5,5.1022,-11.005,5,1,470.88,0.07195,45.25,-0.95722,5,7918
14216,CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CC#N,557,601,Yes,646.346,C38H36B2F4N4,8.8722,-15.202,4,0,468.68,0.047836,33.22,-5.7411,4,7939
8025,CCC1(CC)c2cc(Br)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(-c3cccs3)ccc2-1,C1CCOC1,338,388,Yes,753.91,C47H45BrS2,15.65,-14.903,0,0,529.42,0.076914,56.48,0.29621,8,7496
3569,C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CO,351,448,Yes,506.628,C34H22N2OS,9.2664,-12.578,3,0,391.15,0.14422,67.16,1.9536,5,5935
1739,Cc1ccc(-c2ccc(/C=C/c3cccs3)cn2)nc1,CC#N,348,422,Yes,278.378,C17H14N2S,3.9165,-3.986,2,0,225,0.188,54.02,1.439,3,957
2931,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CC#N,363,530,Yes,295.337,C18H17NO3,2.8928,-4.839,4,0,229.06,0.15974,38.77,1.1019,3,1119
317,CCCCCCN1C(=O)c2cccc3c(-c4ccc(C)s4)ccc(c23)C1=O,ClC(Cl)Cl,385,482,Yes,377.507,C23H23NO2S,6.5207,-7.072,3,0,289.18,0.17287,65.62,-4.8611,6,1815
13447,C1=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2C2(c3cc(N(c4ccccc4)c4ccccc4)ccc31)c1ccccc1-c1ccccc12,ClCCl,406,461,Yes,676.861,C51H36N2,11.579,-19.82,2,0,522.09,0.013599,6.48,0.48406,6,9507
8360,CN(C)c1cc(-c2ccc(C#Cc3ccccc3)cc2)cc2ccccc12,ClCCl,304,470,Yes,347.46,C26H21N,6.5936,-6.38,1,0,292,0.012158,3.24,-3.3506,3,2074
1108,c1cc2ccc3cccc4c(-c5cc(-c6nccs6)nc(-c6nccs6)c5)cc(c1)c2c34,CC#N,367,458,Yes,445.569,C27H15N3S2,6.8401,-7.401,3,0,320.08,0.23004,95.15,1.0167,3,2609
